,ID,Name,Parameter,Language,Frequency,Confidence,References
0,14A,Initial,Fixed Stress Locations,Walmatjari,,,Hudson and Richards 1969
1,15A,Fixed stress (no weight-sensitivity),Weight-Sensitive Stress,Walmatjari,,,Hudson and Richards 1969
2,16A,No weight,Weight Factors in Weight-Sensitive Stress Systems,Walmatjari,,,Hudson and Richards 1969
3,17A,Trochaic,Rhythm Types,Walmatjari,,,Hudson and Richards 1969
4,39B,Inclusive and exclusive differentiated,Inclusive/Exclusive Forms in Pama-Nyungan,Walmatjari,,,
5,101A,Subject pronouns in different position,Expression of Pronominal Subjects,Walmatjari,,,Hudson 1978
6,105A,Double-object construction,Ditransitive Constructions: The Verb 'Give',Walmatjari,,,Hudson 1978
7,112A,Negative particle,Negative Morphemes,Walmatjari,,,Hudson 1978
8,143A,NegV,Order of Negative Morpheme and Verb,Walmatjari,,,Hudson 1978
9,143E,NegV,Preverbal Negative Morphemes,Walmatjari,,,Hudson 1978
10,143F,None,Postverbal Negative Morphemes,Walmatjari,,,Hudson 1978
11,143G,None,Minor morphological means of signaling negation,Walmatjari,,,Hudson 1978
