model	reduced	purity	score
knn_cut	0	0.19949968730456535	0.06255504561345915
knn_cut	10	0.2031067134801574	0.060079712342969493
knn_cut	20	0.20686657974793565	0.06993638840222527
knn_cut	30	0.21078921078921076	0.05488448185801542
knn_cut	40	0.21488540957567503	0.060924931412497774
knn_cut	50	0.21916695672351783	0.061791660589095576
knn_cut	60	0.22364672364672367	0.06480732536619116
knn_cut	70	0.2283388017985174	0.06083187545208113
knn_cut	80	0.2332586507343789	0.05832638164871429
knn_cut	90	0.2384232682740145	0.05355574713475786
knn_cut	100	0.24385138670852957	0.06226255134880465
knn_cut	110	0.24956369982547988	0.05594106359386397
knn_cut	120	0.25558312655086846	0.06260134008302165
knn_cut	130	0.2619351182887094	0.07765394620172161
knn_cut	140	0.2686480186480187	0.06276594093933863
knn_cut	150	0.2757534862798021	0.06465020578670866
knn_cut	160	0.2832869941303676	0.05888518411335686
knn_cut	170	0.29128842172320435	0.07047578458965265
knn_cut	180	0.29980276134122286	0.0635300284105329
knn_cut	190	0.3080319239259637	0.07174162516196692
knn_cut	200	0.3168247277836319	0.06441709790692873
knn_cut	210	0.3262411347517731	0.07386554416592173
knn_cut	220	0.33597285067873306	0.05604768136322402
knn_cut	230	0.34586024662360537	0.06664740053130003
knn_cut	240	0.3565323565323565	0.061733208565953435
knn_cut	250	0.3680864589955499	0.05366119447854878
knn_cut	260	0.37975243147656945	0.07001751968141035
knn_cut	270	0.3908523908523909	0.05383865629272311
knn_cut	280	0.4020319303338171	0.08971006094819334
knn_cut	290	0.4140644833714141	0.06800957036200761
knn_cut	300	0.4262820512820513	0.065083455055855
knn_cut	310	0.43843336151028456	0.05494153217898501
knn_cut	320	0.4508050089445438	0.04133690376607135
knn_cut	330	0.46438746438746437	0.04500793473429576
knn_cut	340	0.47975708502024295	0.03699110001035444
knn_cut	350	0.49693029974720115	0.037731339076532144
knn_cut	360	0.5151515151515151	0.038297155477568845
knn_cut	370	0.5342580916351408	0.0314079810023824
knn_cut	380	0.5567765567765568	0.052106835705537424
knn_cut	390	0.5822021116138762	0.04080405385544861
knn_cut	400	0.6053511705685619	0.03118726674001926
knn_cut	410	0.6222639149468419	0.023481397877066046
knn_cut	420	0.641025641025641	0.0018274359093863879
knn_cut	430	0.6575682382133995	0.03893522337027289
knn_cut	440	0.6765285996055227	0.026073638385329057
knn_cut	450	0.7032967032967032	0.049630570626507664
knn_cut	460	0.7435897435897436	0.04894668007276626
knn_cut	470	0.7995337995337995	0.030505717994863346
knn_cut	480	0.8461538461538461	0.02446059312108284
